City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Torbay,CA,47.6666,-52.7314,37.76,62,83,7.0,broken clouds
461,Mayorga,PH,10.9,125.0,81.55,85,85,6.38,overcast clouds
462,Balabac,PH,7.9868,117.0645,81.88,81,100,9.55,overcast clouds
463,Palmer,US,42.1584,-72.3287,56.8,81,1,5.01,clear sky
464,Morag,PL,53.9171,19.926,41.88,84,39,11.34,scattered clouds
465,Darab,IR,28.7519,54.5444,63.3,65,32,5.12,light rain
466,Cassilandia,BR,-19.1133,-51.7342,65.86,64,100,10.8,overcast clouds
467,Lata,PT,40.1629,-8.3327,55.92,96,75,1.01,broken clouds
468,Bhadrachalam,IN,17.6667,80.8833,70.72,96,5,1.41,clear sky
469,Devarkonda,IN,16.7,78.9333,69.98,96,1,3.53,clear sky
470,Sambava,MG,-14.2667,50.1667,69.76,89,55,3.62,broken clouds
471,Makakilo City,US,21.3469,-158.0858,83.44,63,40,14.97,scattered clouds
472,Bestobe,KZ,52.4994,73.0975,37.54,66,100,10.07,overcast clouds
473,Adra,ES,36.7496,-3.0206,63.37,53,61,5.53,broken clouds
474,Kuusamo,FI,65.9667,29.1833,32.04,100,100,4.61,mist
475,Porto Walter,BR,-8.2686,-72.7439,72.39,46,31,2.1,scattered clouds
476,Antalaha,MG,-14.9003,50.2788,69.26,85,54,2.57,broken clouds
477,Burnie,AU,-41.0667,145.9167,57.94,55,1,4.76,clear sky
478,Melbu,NO,68.5044,14.8297,39.02,87,40,5.75,scattered clouds
479,Peleduy,RU,59.6289,112.7406,3.49,99,53,1.83,broken clouds
480,Bilma,NE,18.6853,12.9164,68.88,23,93,6.17,overcast clouds
481,Palmerston,AU,-12.486,130.9833,87.04,69,0,9.22,clear sky
482,Agra,IN,27.1833,78.0167,72.39,53,0,2.51,clear sky
483,Kochkurovo,RU,54.0358,45.4184,32.99,100,100,4.41,overcast clouds
484,Torbat-E Jam,IR,35.244,60.6225,56.23,74,100,3.38,overcast clouds
485,Hartford,US,41.7668,-72.7662,57.78,74,0,6.91,clear sky
486,Kangaatsiaq,GL,68.3065,-53.4641,21.51,72,100,10.2,overcast clouds
487,Nanpara,IN,27.8667,81.5,66.2,74,1,3.51,clear sky
488,Saint-Joseph,RE,-21.3667,55.6167,74.46,78,90,7.36,overcast clouds
489,Chumikan,RU,54.7183,135.315,20.17,74,59,20.98,broken clouds
490,Zhezkazgan,KZ,47.8043,67.7144,43.23,46,100,13.06,overcast clouds
491,Dawson,US,31.7735,-84.4466,69.22,54,0,7.36,clear sky
492,Ler,SS,8.3018,30.1418,72.7,67,9,2.44,clear sky
493,Camargo,MX,27.6667,-105.1667,78.49,15,0,21.03,clear sky
494,Den Helder,NL,52.9599,4.7593,52.99,84,75,15.01,broken clouds
495,Yonibana,SL,8.4447,-12.245,75.6,86,100,1.72,overcast clouds
496,Cayenne,GF,4.9333,-52.3333,77.04,94,40,0.0,scattered clouds
497,Seoul,KR,37.5683,126.9778,40.39,20,1,8.03,clear sky
498,Iisalmi,FI,63.5592,27.1907,39.29,95,100,5.3,overcast clouds
499,Rocha,UY,-34.4833,-54.3333,50.68,88,0,5.19,clear sky
500,Tabou,CI,4.423,-7.3528,77.58,88,100,6.02,overcast clouds
501,Amahai,ID,-3.3333,128.9167,84.51,70,100,2.62,overcast clouds
502,Worthington,US,40.0931,-83.018,58.75,80,20,3.44,few clouds
503,Belmonte,BR,-15.8631,-38.8828,70.72,88,100,18.34,overcast clouds
504,Paamiut,GL,61.994,-49.6678,36.55,85,100,1.88,light rain
505,Chara,RU,56.9064,118.2631,13.33,90,92,2.15,overcast clouds
506,Salalah,OM,17.0151,54.0924,78.89,73,75,3.44,broken clouds
507,Chimbote,PE,-9.0853,-78.5783,63.48,82,12,7.14,few clouds
508,Chanika,TZ,-5.4167,38.0167,67.05,83,71,4.27,broken clouds
509,Kibala,TD,9.1104,18.3463,73.13,42,100,5.3,overcast clouds
510,Peniche,PT,39.3558,-9.3811,61.29,97,100,13.85,overcast clouds
511,Roma,US,43.2128,-75.4557,59.86,71,0,0.0,clear sky
512,Priargunsk,RU,50.3691,119.1012,5.22,93,51,2.3,broken clouds
513,Adiake,CI,5.2863,-3.304,76.84,85,100,3.49,moderate rain
514,Caravelas,BR,-17.7125,-39.2481,68.86,90,100,19.8,overcast clouds
515,Findlay,US,41.0442,-83.6499,61.65,63,0,8.05,clear sky
516,Zeven,DE,53.3,9.2833,52.02,73,100,13.76,overcast clouds
517,Porto Empedocle,IT,37.2934,13.5264,65.75,82,1,1.34,clear sky
518,Qaqortoq,GL,60.7167,-46.0333,36.82,66,100,12.06,overcast clouds
519,Bom Jesus,BR,-9.0744,-44.3586,71.65,96,100,3.04,moderate rain
520,Dalbandin,PK,28.8947,64.4101,67.06,39,75,3.4,broken clouds
521,Moscow,RU,55.7522,37.6156,30.38,84,84,4.5,broken clouds
522,Nieuw Amsterdam,SR,5.8833,-55.0833,80.02,86,100,6.55,overcast clouds
523,Port-Gentil,GA,-0.7193,8.7815,79.11,80,88,3.76,overcast clouds
524,Usinsk,RU,65.9939,57.5281,8.55,80,4,6.85,clear sky
525,Alekseyevsk,RU,57.8406,108.3492,8.69,99,99,2.75,overcast clouds
526,Lazaro Cardenas,MX,17.9583,-102.2,80.53,80,3,6.85,clear sky
527,Pedasi,PA,7.5333,-80.0333,78.06,79,100,5.68,overcast clouds
528,Odessa,UA,46.4775,30.7326,49.51,67,3,9.95,clear sky
529,Alappuzha,IN,9.49,76.3264,77.0,86,78,4.18,broken clouds
530,Galesong,ID,-5.3166,119.3661,78.82,73,94,4.14,overcast clouds
531,Carutapera,BR,-1.195,-46.02,78.53,84,51,7.61,broken clouds
532,Ukiah,US,39.1502,-123.2078,61.43,45,0,5.75,clear sky
533,Kita,ML,13.0349,-9.4895,72.32,27,37,3.4,scattered clouds
534,Urumqi,CN,43.801,87.6005,36.55,70,0,2.24,clear sky
535,Lithgow,AU,-33.4833,150.15,54.21,75,97,3.76,overcast clouds
536,Waipawa,NZ,-41.4122,175.5153,63.52,47,0,14.74,clear sky
537,Podyuga,RU,61.095,40.8647,24.28,94,43,3.65,scattered clouds
538,Mae Sot,TH,16.7167,98.5667,69.42,87,2,2.55,clear sky
539,Weiden,DE,49.6775,12.1567,49.87,89,100,4.61,overcast clouds
540,Lebanon,US,36.2081,-86.2911,70.97,69,0,4.61,clear sky
541,Mount Isa,AU,-20.7333,139.5,78.57,17,0,16.11,clear sky
542,Faanui,PF,-16.4833,-151.75,76.93,82,96,21.0,light rain
543,Huron,US,41.1501,-82.5499,59.92,76,30,8.25,scattered clouds
544,Teya,RU,60.3778,92.6267,24.73,99,100,1.54,overcast clouds
545,Kaoma,ZM,-14.7833,24.8,62.29,95,59,4.29,broken clouds
546,Ambovombe,MG,-25.1667,46.0833,68.83,83,37,9.01,scattered clouds
547,Pangnirtung,CA,66.1451,-65.7125,9.73,88,86,12.21,overcast clouds
548,Vostok,RU,46.4856,135.8833,19.62,60,100,8.48,overcast clouds
549,Gravdal,NO,68.1214,13.5031,46.67,84,100,6.67,overcast clouds
550,Yangshe,CN,31.8899,120.6052,57.99,77,92,1.99,overcast clouds
551,Mabaruma,GY,8.2,-59.7833,73.54,96,87,2.77,overcast clouds
552,Ca Mau,VN,9.1769,105.15,75.22,96,80,5.59,moderate rain
553,Vanavara,RU,60.34,102.2797,3.72,98,80,1.21,broken clouds
554,Anlu,CN,31.1661,112.5831,56.91,66,93,11.36,overcast clouds
555,Vila,PT,42.0304,-8.1588,40.08,92,84,3.36,broken clouds
556,Tautira,PF,-17.7333,-149.15,75.11,83,87,20.36,light rain
557,Delta Del Tigre,UY,-34.7633,-56.3853,61.9,73,0,12.95,clear sky
558,Dauriya,RU,49.9333,116.8667,20.77,69,65,7.81,broken clouds
559,Rawson,AR,-43.3002,-65.1023,69.48,31,0,24.29,clear sky
560,Kontagora,NG,10.3999,5.4695,76.69,42,72,1.99,broken clouds
561,North Bend,US,43.4065,-124.2243,50.16,91,100,6.91,overcast clouds
562,Salinas,US,36.6777,-121.6555,62.82,56,0,13.8,clear sky
563,Shahr-E Babak,IR,30.1165,55.1186,49.21,80,82,10.69,moderate rain
564,Adrar,MR,20.5022,-10.0711,72.97,12,0,10.31,clear sky
565,Kahului,US,20.8947,-156.47,91.42,59,40,25.32,scattered clouds
566,Cavalcante,BR,-13.7975,-47.4583,66.2,93,99,4.38,overcast clouds
567,Konya,TR,38.1667,32.5,38.68,51,0,3.09,clear sky
568,Sakaiminato,JP,35.55,133.2333,61.21,68,64,13.65,broken clouds
569,Lenger,KZ,42.183,69.8839,44.04,76,100,1.95,overcast clouds
570,Cabedelo,BR,-6.9811,-34.8339,79.47,77,9,13.38,clear sky
571,Samarai,PG,-10.6167,150.6667,83.88,72,49,7.47,scattered clouds
572,Belton,US,38.812,-94.5319,73.04,64,20,12.66,few clouds
573,Abalak,RU,58.1286,68.5944,31.62,98,97,6.89,light snow
574,Touros,BR,-5.1989,-35.4608,78.35,79,35,12.73,scattered clouds
575,Aborlan,PH,9.4352,118.5492,81.86,81,99,3.74,overcast clouds
576,Dera Ghazi Khan,PK,30.0561,70.6348,74.05,34,93,7.09,overcast clouds
577,Miles City,US,46.4083,-105.8406,34.77,51,0,0.0,clear sky
578,Saint-Louis,SN,16.3333,-15.0,83.05,12,0,8.68,clear sky
579,Sebezh,RU,56.2955,28.4654,42.46,87,100,2.73,overcast clouds
580,Cairns,AU,-16.9167,145.7667,88.07,66,40,12.66,scattered clouds
581,Jardim,BR,-21.4803,-56.1381,62.92,65,3,7.07,clear sky
582,Nizhniy Odes,RU,63.6445,54.856,15.69,95,63,3.36,broken clouds
583,Pafos,CY,34.7667,32.4167,62.38,72,0,6.91,clear sky
584,Riverton,US,40.5219,-111.9391,41.2,57,0,12.66,clear sky
585,Manakara,MG,-22.1333,48.0167,69.62,91,80,7.2,broken clouds
586,Casambalangan,PH,18.3765,122.1274,80.24,83,84,1.92,light rain
587,Sechura,PE,-5.5569,-80.8222,66.04,72,24,15.59,few clouds
588,Vanimo,PG,-2.6741,141.3028,82.96,80,88,0.96,heavy intensity rain
589,Alanya,TR,36.5438,31.9998,57.33,31,3,4.41,clear sky
590,Katherine,AU,-14.4667,132.2667,80.92,61,90,10.36,overcast clouds
591,Santiago Del Estero,AR,-27.7951,-64.2615,72.09,14,1,10.36,clear sky
592,Santa Fe,AR,-31.6333,-60.7,73.99,44,95,5.01,overcast clouds
593,Orocue,CO,4.7912,-71.3354,68.56,88,78,5.03,broken clouds
594,Oudtshoorn,ZA,-33.5907,22.2014,59.36,85,99,0.92,overcast clouds
595,Nioro,GM,13.35,-15.75,77.09,43,100,1.23,overcast clouds
596,Khandbari,NP,27.3747,87.2039,58.5,66,32,4.09,scattered clouds
597,Maragogi,BR,-9.0122,-35.2225,77.88,79,60,12.1,broken clouds
598,Sinjai,ID,-5.1241,120.253,81.21,79,100,1.39,overcast clouds
599,San Quintin,MX,30.4833,-115.95,61.66,48,10,22.97,clear sky
600,Krasnyy Profintern,RU,57.7446,40.435,32.02,88,95,4.41,overcast clouds
601,Batticaloa,LK,7.7102,81.6924,77.13,87,99,4.85,overcast clouds
602,Aswan,EG,24.0934,32.907,66.88,37,36,9.19,scattered clouds
603,Remanso,BR,-9.6179,-42.0831,78.06,75,100,7.56,light rain
604,Valparaiso,CL,-33.0393,-71.6273,56.84,76,75,9.22,broken clouds
605,Sola,VU,-13.8833,167.55,81.27,83,75,6.91,broken clouds
606,Ngama,TD,11.7833,17.1667,76.71,18,100,11.92,overcast clouds
607,Xiuyan,CN,40.2928,123.2744,34.5,31,0,5.64,clear sky
608,Sovetskiy,RU,61.3614,63.5842,30.07,96,100,4.27,overcast clouds
609,Oksfjord,NO,70.2396,22.3479,44.78,89,99,6.24,overcast clouds
610,Staroleushkovskaya,RU,45.9906,39.7631,42.94,76,79,3.53,broken clouds
611,Tarnova,RO,46.3167,21.8,47.95,68,16,5.59,few clouds
612,Oranjemund,NA,-28.55,16.4333,58.95,93,12,6.73,few clouds
613,Bukachacha,RU,52.9833,116.9167,13.68,81,89,2.39,overcast clouds
614,Pacific Grove,US,36.6177,-121.9166,62.02,67,0,14.0,clear sky
615,Ouadda,CF,8.0777,22.4007,67.19,48,81,2.93,broken clouds
616,Boa Vista,BR,2.8197,-60.6733,73.38,83,75,5.75,broken clouds
617,Kaniama,CD,-7.5667,24.1833,66.11,97,98,2.86,overcast clouds
618,Coahuayana,MX,18.7333,-103.6833,80.19,82,7,3.4,light rain
619,Tabory,RU,58.5198,64.5495,31.37,89,96,5.57,overcast clouds
620,Booue,GA,-0.0921,11.9385,72.07,98,90,0.58,light rain
621,Tolu,CO,9.5239,-75.5814,79.36,86,94,9.37,light rain
622,Boueni,YT,-12.9025,45.0761,76.98,79,2,11.01,clear sky
623,El Tigre,VE,8.8875,-64.2454,72.97,92,88,9.46,overcast clouds
624,Chase,CA,50.8165,-119.6857,33.08,53,100,3.18,overcast clouds
625,Marang,MY,5.2056,103.2059,78.71,90,88,3.98,heavy intensity rain
626,Conceicao Do Araguaia,BR,-8.2578,-49.2647,78.42,70,80,1.77,broken clouds
627,Poum,NC,-20.2333,164.0167,79.47,75,4,8.63,clear sky
628,Porto Santo,PT,33.072,-16.3415,70.18,88,40,6.91,scattered clouds
629,Amuntai,ID,-2.4177,115.2494,79.27,88,89,1.81,overcast clouds
630,Dosso,NE,13.049,3.1937,81.18,25,56,8.14,broken clouds
631,Chitral,PK,35.8462,71.7858,57.24,67,100,1.28,overcast clouds
632,Curup,ID,-3.4667,102.5333,69.87,94,100,0.56,overcast clouds
633,Tupik,RU,54.4253,119.9327,8.37,90,96,1.32,overcast clouds
634,Constantine,DZ,36.365,6.6147,60.21,38,0,1.14,clear sky
635,Lakatoro,VU,-16.0999,167.4164,83.23,67,13,8.59,few clouds
636,Bani,DO,18.2833,-70.3333,76.86,81,55,9.71,light rain
637,Aginskoye,RU,51.1,114.53,22.84,58,83,11.59,broken clouds
638,Tual,ID,-5.6667,132.75,83.59,75,97,11.88,overcast clouds
639,Aba,NG,5.1066,7.3667,73.85,90,74,4.03,broken clouds
640,Yumen,CN,40.2833,97.2,30.0,58,0,13.56,clear sky
641,Luanda,AO,-8.8368,13.2343,76.66,85,98,7.72,overcast clouds
642,Lawrenceburg,US,38.0373,-84.8966,66.78,62,0,4.61,clear sky
643,Tolmachevo,RU,54.9824,82.7363,24.78,100,40,6.71,scattered clouds
644,Batagay,RU,67.6333,134.6333,6.21,96,100,3.91,overcast clouds
645,Kamiiso,JP,41.8167,140.65,46.78,57,40,11.5,scattered clouds
646,Jacmel,HT,18.2342,-72.5347,82.24,86,41,2.28,light rain
647,Moose Factory,CA,51.2585,-80.6094,57.2,67,20,10.36,few clouds
648,Coshocton,US,40.272,-81.8596,61.47,85,4,3.0,clear sky
649,Fotolivos,GR,41.0667,24.0667,62.46,73,14,2.66,few clouds
650,Kjollefjord,NO,70.9457,27.3465,44.42,76,100,19.57,overcast clouds
651,Isla Mujeres,MX,21.2311,-86.731,80.65,83,99,12.24,light rain
652,Chillan,CL,-36.6066,-72.1034,59.32,72,50,9.22,scattered clouds
653,Buchanan,LR,5.8808,-10.0467,78.04,88,96,6.13,overcast clouds
654,Mahibadhoo,MV,3.7833,72.9667,81.45,77,84,12.57,broken clouds
655,Boda,CF,4.3189,17.4695,69.35,95,100,1.5,overcast clouds
656,Truckee,US,39.328,-120.1833,37.72,69,37,2.28,scattered clouds
657,Jieshou,CN,33.2634,115.3611,50.49,58,100,10.22,overcast clouds
658,Mosquera,CO,4.7059,-74.2302,57.29,77,75,4.61,broken clouds
659,Sobolevo,RU,54.4299,31.8996,39.85,93,100,3.15,overcast clouds
660,Namtsy,RU,62.7161,129.6658,7.11,95,100,3.65,light snow
661,Mont-De-Marsan,FR,44.0,-0.6667,54.79,94,100,5.75,overcast clouds
662,Darien,US,41.752,-87.974,67.6,59,0,13.8,clear sky
663,Grand-Santi,GF,4.25,-54.3833,73.0,99,95,1.66,very heavy rain
664,Waingapu,ID,-9.6567,120.2641,84.18,65,99,4.05,overcast clouds
665,Araripe,BR,-7.2125,-40.0461,75.04,70,94,3.02,light rain
666,Dunmore Town,BS,25.5,-76.65,79.99,71,26,13.89,scattered clouds
667,Wembley,AU,-31.9333,115.8,70.02,68,40,13.8,scattered clouds
668,Promyshlennaya,RU,54.9159,85.6385,27.55,93,99,2.66,overcast clouds
669,Porto Novo,BJ,6.4965,2.6036,82.22,87,39,5.41,scattered clouds
670,Nantucket,US,41.2835,-70.0995,57.0,88,0,8.05,clear sky
671,Pathankot,IN,32.2833,75.65,65.95,41,82,3.83,broken clouds
672,Khasan,RU,42.4308,130.6434,34.11,33,0,19.37,clear sky
673,Lusambo,CD,-4.9667,23.45,66.78,92,38,1.21,scattered clouds
674,Sioux Lookout,CA,50.1001,-91.917,37.47,93,100,11.5,overcast clouds
675,Palu,ID,-0.8917,119.8707,81.21,80,100,2.53,overcast clouds
676,Archidona,ES,37.0965,-4.3887,59.56,70,53,5.59,broken clouds
677,Tongliao,CN,43.6125,122.2653,27.75,50,0,5.3,clear sky
678,Yokadouma,CM,3.5167,15.05,69.17,96,100,0.29,overcast clouds
679,Lesna,PL,51.0243,15.2641,54.12,79,100,3.31,overcast clouds
680,Caxito,AO,-8.5785,13.6643,75.97,92,99,2.62,moderate rain
681,De Aar,ZA,-30.6497,24.0123,62.04,69,4,10.87,clear sky
682,Tornio,FI,65.8481,24.1466,41.02,95,100,14.43,overcast clouds
683,Male,MV,4.1748,73.5089,80.55,83,75,8.05,broken clouds
684,Denpasar,ID,-8.65,115.2167,82.06,88,20,5.75,few clouds
685,Powder Springs,US,33.8596,-84.6838,65.71,72,20,3.44,few clouds
686,Crixas,BR,-14.5489,-49.9692,76.78,62,100,12.39,overcast clouds
687,Goba,ET,7.0167,39.9833,44.51,86,22,5.06,few clouds
688,Cataguases,BR,-21.3892,-42.6967,64.65,87,100,2.53,overcast clouds
689,Zorritos,PE,-3.6805,-80.6782,70.09,75,21,12.66,few clouds
690,Araouane,ML,18.9048,-3.5265,73.85,15,0,9.1,clear sky
691,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,78,40,12.66,scattered clouds
